,age,workclass,education,marital.status,occupation,relationship,race,sex,capital.gain,capital.loss,hours.per.week,native.country,over50K
28504,33,2,11,0,10,1,4,1,0,0,39,38,0
31581,19,2,12,2,9,5,4,0,0,0,49,38,1
27600,19,2,8,2,3,5,4,0,0,0,49,38,1
7179,25,0,12,2,3,0,4,1,0,0,39,38,1
12607,26,2,12,2,3,0,4,1,0,0,34,38,1
16285,12,4,11,2,13,0,4,1,0,0,47,38,0
15574,21,2,9,5,9,4,4,1,0,0,39,38,0
25196,2,2,15,4,7,3,4,0,0,0,29,38,0
31278,42,1,12,2,9,0,4,1,0,0,39,38,1
19765,29,2,15,4,6,1,4,0,0,0,44,38,0
14190,35,2,11,2,2,0,4,1,0,0,49,38,1
11663,21,2,11,0,2,1,4,1,0,0,39,38,0
1741,50,2,12,2,9,0,4,1,110,0,59,38,1
22896,16,2,8,4,6,4,2,0,0,0,39,38,0
32424,14,2,15,2,11,0,4,1,0,0,39,38,0
15308,13,2,15,4,11,1,4,0,0,0,47,38,0
23459,11,2,15,2,2,0,4,1,0,0,61,38,0
12676,26,1,11,5,7,1,4,1,0,0,39,38,0
11019,23,2,7,0,11,4,4,0,0,0,39,38,0
8635,21,2,15,0,2,3,4,1,0,0,57,30,0
9428,7,2,9,4,9,1,4,0,0,0,39,38,0
6740,7,2,15,4,11,3,4,0,0,0,39,38,0
4860,27,2,11,2,11,5,4,0,0,0,39,38,0
12234,4,2,11,4,5,1,4,0,0,0,39,38,0
26581,10,2,9,0,9,3,4,0,0,0,49,38,0
20459,41,2,1,2,2,0,4,1,0,0,39,38,0
3664,33,2,11,2,6,0,4,1,49,0,39,38,1
17876,13,2,11,4,11,1,4,0,0,0,34,38,0
29700,35,1,12,2,9,0,4,1,0,0,39,38,1
14874,59,2,15,0,0,1,4,0,0,0,19,38,0
22754,3,2,15,4,11,3,4,0,0,0,5,38,0
19384,19,2,9,2,9,5,4,0,0,0,3,38,1
27487,7,2,1,2,2,0,4,1,0,0,39,38,0
26939,2,2,1,4,11,1,4,0,0,0,24,38,0
31699,12,2,15,4,5,2,4,1,0,0,39,38,0
23094,3,2,15,4,6,3,4,0,0,0,39,38,0
17071,6,2,9,4,11,1,4,1,0,0,39,38,0
17599,39,4,9,3,9,1,4,0,0,0,39,38,1
26481,17,5,15,3,0,4,1,0,0,0,37,29,0
31331,17,4,11,2,13,0,4,1,0,0,34,38,0
11258,26,5,11,2,2,0,4,1,0,0,39,38,0
11737,8,2,15,4,0,1,4,1,0,0,29,38,0
10112,4,2,15,4,0,3,4,1,0,0,39,38,0
17942,14,2,9,2,11,0,4,1,0,0,39,38,1
20441,16,2,8,5,0,3,2,0,0,0,49,38,0
32537,20,2,15,0,0,4,4,0,0,0,38,38,0
23232,18,2,8,4,7,1,4,0,0,0,63,38,0
3765,19,2,5,3,6,4,4,0,47,0,39,32,0
16901,5,2,15,4,11,1,1,1,0,0,19,29,0
29729,23,1,15,4,3,1,4,1,0,0,39,38,0
6650,27,2,11,6,7,4,2,0,0,0,29,38,0
25487,37,5,10,4,3,1,4,0,0,0,39,38,1
22150,8,1,9,2,0,0,4,1,0,0,39,38,0
4487,21,2,11,0,11,1,4,1,0,0,75,38,0
14747,32,2,5,2,6,5,4,0,0,0,39,16,0
3518,10,2,11,2,11,5,4,0,57,0,39,38,0
8453,8,2,9,4,2,1,4,1,0,0,39,25,0
14680,25,4,14,2,9,0,4,1,0,0,49,38,1
26897,4,2,11,4,7,3,4,1,0,0,34,38,0
27592,6,2,9,4,12,1,4,1,0,0,39,38,0
3841,23,2,8,2,13,0,4,1,41,0,39,38,0
16461,7,2,11,2,11,5,4,0,0,0,39,38,1
23937,6,5,15,4,9,3,4,1,0,0,9,38,0
13132,14,2,6,0,13,1,4,1,0,0,39,38,0
20422,8,2,1,4,2,3,4,1,0,0,39,38,0
14513,11,2,9,4,0,1,4,1,0,0,39,38,0
12822,11,1,15,2,10,0,4,1,0,0,47,38,0
25963,18,2,15,2,11,0,4,1,0,0,45,38,0
15993,33,2,11,2,2,0,4,1,0,0,39,38,0
23673,9,4,0,2,4,0,4,1,0,0,92,38,0
28404,4,2,15,4,7,1,4,0,0,0,39,38,0
8474,27,1,8,2,2,0,4,1,0,0,39,38,1
21469,11,2,15,4,0,1,4,0,0,0,59,38,0
21509,43,2,10,4,9,1,4,0,0,0,63,38,1
10250,28,2,14,4,9,1,4,1,0,0,39,38,1
6593,30,5,11,2,7,0,4,1,0,0,39,38,0
20133,25,2,7,0,3,4,4,0,0,0,39,38,0
3397,44,1,10,2,3,0,4,1,65,0,39,38,0
21186,6,2,9,4,9,1,4,0,0,0,35,38,0
15677,36,2,5,2,4,0,4,1,0,0,44,38,0
25619,5,2,15,4,7,1,4,0,0,0,19,38,0
1318,31,2,11,2,2,0,4,1,0,20,39,38,0
32306,38,2,2,0,6,1,4,0,0,0,39,21,0
11379,14,2,11,4,7,3,4,1,0,0,34,38,0
27422,23,1,12,2,9,5,4,0,0,0,39,38,1
22026,17,2,15,4,5,2,4,1,0,0,19,38,0
2966,9,2,1,4,6,4,4,1,85,0,47,38,0
16316,2,2,1,4,8,1,4,0,0,0,34,38,0
18306,41,2,5,2,13,0,4,1,0,0,39,25,0
3499,7,2,9,4,12,1,4,0,59,0,39,38,0
17177,14,2,9,2,0,5,4,0,0,0,39,38,0
13321,33,4,9,2,3,0,4,1,0,0,39,21,1
11297,8,2,15,4,11,3,1,1,0,0,39,38,0
31627,17,2,15,2,9,0,4,1,0,0,62,38,1
13963,33,2,11,2,6,2,1,0,0,0,39,2,0
10034,8,2,0,2,2,0,4,1,0,0,44,38,0
10731,18,2,11,0,7,1,4,0,0,0,44,38,0
4668,8,2,9,4,11,1,4,0,0,0,39,38,0
7502,35,2,11,2,3,0,4,1,0,0,49,38,1
22436,3,2,11,4,7,1,4,0,0,0,19,38,0
15906,9,2,8,2,0,5,4,0,0,0,39,38,1
11876,41,2,11,6,11,1,4,0,0,0,34,38,1
8533,38,2,11,2,2,0,4,1,0,0,39,38,0
31318,9,5,11,4,2,4,4,1,0,0,49,38,0
20062,54,4,5,2,4,0,4,1,0,0,49,38,0
14551,25,2,12,2,9,0,4,1,0,0,39,38,0
2823,18,1,11,2,10,0,2,1,90,0,34,38,1
26236,29,2,15,2,0,0,4,1,0,0,39,38,0
11285,13,2,1,0,5,3,4,1,0,0,39,38,0
1401,12,4,15,2,2,0,0,1,0,16,59,38,1
19110,5,2,4,4,4,2,4,1,0,0,39,25,0
21602,28,2,6,2,5,0,1,1,0,0,39,18,0
31223,19,2,11,4,0,1,2,0,0,0,39,38,0
29063,21,3,9,2,2,0,4,1,0,0,49,38,1
18297,17,2,1,2,6,3,4,0,0,0,39,38,0
11409,24,2,9,0,7,1,4,1,0,0,39,38,0
16100,34,2,11,4,6,3,4,0,0,0,39,38,0
5270,34,1,7,2,9,0,4,1,0,0,59,38,0
9698,8,2,11,4,0,1,4,0,0,0,37,38,0
7202,46,4,11,2,2,0,4,1,0,0,31,38,0
24197,13,1,12,2,9,0,4,1,0,0,39,38,0
30118,2,2,2,4,7,2,4,0,0,0,29,38,0
1115,6,2,9,4,6,3,4,0,0,31,39,38,0
21124,6,2,15,4,5,3,4,1,0,0,59,38,0
22770,15,2,0,5,2,4,4,0,0,0,39,38,0
28977,52,2,11,6,3,1,4,0,0,0,39,38,0
4315,17,1,9,2,10,0,4,1,0,0,39,38,1
3212,36,2,11,0,9,1,4,1,72,0,45,38,1
30612,5,2,1,4,2,3,4,1,0,0,29,38,0
18456,46,2,15,6,11,1,4,0,0,0,19,38,0
9561,47,5,9,2,0,0,4,1,0,0,39,38,0
24907,14,2,11,2,6,5,0,0,0,0,39,38,0
19475,33,2,11,0,2,4,4,0,0,0,39,38,0
29493,30,5,10,2,9,0,4,1,0,0,39,38,1
21464,36,2,11,2,2,0,4,1,0,0,39,38,0
814,19,2,11,2,2,0,4,1,0,44,59,38,1
15939,48,2,11,0,11,1,4,0,0,0,19,38,0
25973,6,2,11,4,3,1,4,1,0,0,39,38,0
11331,14,1,11,4,13,3,4,1,0,0,39,38,0
22149,16,1,11,5,7,3,4,0,0,0,75,38,0
2318,20,5,8,4,9,1,4,1,96,0,39,38,1
14559,39,2,11,2,13,0,4,1,0,0,39,38,0
19479,24,2,11,0,2,1,4,1,0,0,39,38,0
32145,12,4,11,4,2,1,4,1,0,0,44,38,0
2025,41,0,15,2,3,0,4,1,107,0,39,38,1
23975,5,2,15,4,11,1,4,0,0,0,29,38,0
18397,31,2,11,2,6,0,4,1,0,0,39,38,0
21587,30,2,11,0,6,4,4,0,0,0,29,38,0
27669,12,0,12,2,9,0,4,1,0,0,39,38,1
13848,22,2,8,2,6,0,4,1,0,0,39,38,0
5247,3,2,8,4,7,1,4,1,0,0,29,38,0
28293,21,2,11,4,0,4,4,0,0,0,34,38,0
32455,34,2,11,2,2,0,4,1,0,0,39,38,0
8460,11,2,11,2,2,0,4,1,0,0,44,38,0
23657,13,2,11,4,7,1,4,0,0,0,34,38,0
33,34,2,9,0,3,1,4,1,0,78,49,38,1
23793,4,2,15,4,7,3,4,0,0,0,15,38,0
28919,34,2,11,2,9,0,4,1,0,0,39,38,1
15566,28,2,11,0,11,1,4,0,0,0,39,38,0
6649,30,5,12,5,9,1,4,1,0,0,37,38,0
12342,18,2,11,2,11,0,4,1,0,0,39,6,0
13664,18,2,9,0,9,1,4,0,0,0,39,38,1
5248,30,2,11,2,7,0,4,1,0,0,39,38,0
13872,26,2,15,2,13,0,4,1,0,0,44,38,0
26875,29,2,8,2,9,0,4,1,0,0,39,38,1
12297,37,2,4,2,11,0,4,1,0,0,50,38,0
13638,4,5,15,4,12,1,4,0,0,0,49,38,0
15102,21,0,15,0,3,1,2,0,0,0,39,38,0
20072,40,2,11,0,0,2,2,0,0,0,39,38,0
16116,26,5,11,2,2,0,4,1,0,0,39,38,0
28978,30,0,8,2,0,5,4,0,0,0,34,38,0
5269,32,1,9,0,9,1,2,0,0,0,39,38,0
11199,2,2,15,4,0,2,4,0,0,0,39,38,0
11460,19,2,1,2,13,0,4,1,0,0,42,38,0
24526,42,3,11,2,11,0,4,1,0,0,59,38,1
28892,9,2,11,2,2,0,4,1,0,0,44,38,0
7971,23,2,9,5,0,4,2,1,0,0,34,38,0
24491,3,2,11,4,11,1,4,1,0,0,47,38,0
12460,30,2,11,2,3,0,4,1,0,0,48,38,1
20667,20,2,15,2,0,0,2,1,0,0,39,22,1
30146,11,1,7,2,0,5,4,0,0,0,39,38,1
13682,11,2,9,4,0,1,4,0,0,0,39,38,0
25014,20,2,9,2,9,0,4,1,0,0,44,38,1
26357,33,2,11,2,2,0,4,1,0,0,49,38,1
5316,15,2,11,4,5,3,4,0,0,0,39,38,0
29022,25,5,11,0,0,1,2,0,0,0,24,38,0
30123,31,2,15,0,0,1,4,0,0,0,49,38,0
10975,33,2,15,2,12,0,4,1,0,0,59,38,1
32550,26,5,15,0,0,2,4,0,0,0,39,38,0
27979,8,2,9,2,9,0,4,1,0,0,59,38,0
16603,17,5,9,4,9,1,4,1,0,0,47,38,0
28605,11,2,15,4,7,1,4,1,0,0,34,38,0
4902,6,1,8,0,12,1,4,1,0,0,55,38,0
19998,8,2,9,4,7,1,4,0,0,0,36,38,0
32434,6,2,9,4,3,1,4,0,0,0,49,38,0
26680,17,2,11,2,2,0,4,1,0,0,68,38,0
12112,12,2,8,2,4,0,4,1,0,0,39,38,1
22675,10,2,15,2,7,0,4,1,0,0,39,38,0
7930,55,2,11,6,7,4,4,0,0,0,15,38,0
10708,3,2,11,4,11,3,4,0,0,0,7,25,0
25587,22,2,9,2,11,0,4,1,0,0,59,38,1
9552,31,3,11,2,2,0,4,1,0,0,59,38,1
17620,8,4,15,4,2,3,4,1,0,0,75,38,0
12543,27,2,12,5,11,4,4,0,0,0,47,38,0
9230,25,2,15,2,12,0,4,1,0,0,39,38,0
15211,38,2,1,4,6,1,2,0,0,0,39,38,0
8827,11,2,11,2,3,0,4,1,0,0,39,38,0
11457,41,2,6,0,7,4,4,0,0,0,39,38,0
18225,40,2,3,2,5,0,4,1,0,0,21,38,0
15374,9,2,12,4,3,1,4,0,0,0,29,38,0
24419,16,2,15,0,0,4,2,0,0,0,39,38,0
17408,5,2,15,4,7,3,2,1,0,0,39,38,0
20413,28,2,11,2,6,0,2,1,0,0,39,38,0
19705,29,2,11,2,6,0,4,1,0,0,39,38,0
32212,18,2,12,4,11,1,4,0,0,0,39,38,0
1923,32,5,9,2,3,0,4,1,107,0,39,38,1
17753,7,2,11,2,5,0,4,1,0,0,39,38,0
30754,17,2,7,0,11,1,4,1,0,0,39,38,0
21848,4,2,1,4,4,4,4,1,0,0,39,38,0
14922,19,2,9,4,9,1,4,0,0,0,44,38,0
16489,42,0,0,0,7,1,4,0,0,0,36,38,0
8765,41,2,11,2,2,0,4,1,0,0,24,38,0
2413,16,2,9,2,7,0,1,1,93,0,37,38,1
31840,14,0,7,2,11,0,1,1,0,0,39,38,0
30322,32,4,11,4,2,1,4,1,0,0,29,38,0
19080,28,2,1,6,7,4,4,0,0,0,39,38,0
7651,23,2,11,2,11,0,4,1,0,0,23,38,0
28450,4,2,15,4,7,3,4,0,0,0,15,38,0
4010,22,5,9,4,0,1,4,1,24,0,39,38,0
24423,18,2,11,0,9,4,4,0,0,0,39,38,0
32470,7,2,9,4,6,1,4,0,0,0,31,38,0
19157,49,1,11,6,7,1,4,0,0,0,24,38,0
26709,31,4,11,2,2,0,4,1,0,0,59,8,0
7944,6,2,15,4,11,1,4,1,0,0,44,38,0
8112,5,5,15,2,7,0,4,1,0,0,24,38,0
6815,45,4,15,0,11,1,4,1,0,0,39,38,0
1894,34,3,9,2,3,0,4,1,107,0,39,38,1
15196,8,2,11,4,7,4,2,0,0,0,39,38,0
12473,9,1,9,2,0,0,4,1,0,0,40,38,0
13731,20,2,9,2,3,5,4,0,0,0,36,38,1
22286,1,1,5,4,4,3,4,1,0,0,39,38,0
6224,26,4,9,0,3,1,4,1,0,0,59,38,0
15107,7,2,15,4,7,1,4,1,0,0,39,38,0
27639,0,2,6,4,11,2,3,0,0,0,31,25,0
21583,42,2,11,2,11,0,4,1,0,0,39,38,0
1628,48,2,9,2,3,0,4,1,117,0,39,38,1
10145,27,2,11,0,9,1,4,1,0,0,39,38,0
30303,19,2,12,4,9,3,4,1,0,0,39,38,0
5566,21,2,9,2,0,0,4,1,0,0,39,38,0
686,44,5,14,2,9,0,4,1,0,45,39,38,1
25931,14,2,15,5,7,4,2,0,0,0,39,38,0
30357,29,2,8,2,2,0,4,1,0,0,49,38,0
10648,20,2,11,2,2,0,4,1,0,0,44,38,0
27384,23,2,11,2,13,0,4,1,0,0,59,38,1
3340,19,4,9,2,3,0,4,1,67,0,49,38,1
4274,24,5,8,2,2,0,4,1,0,0,39,38,0
629,22,3,14,2,9,0,4,1,0,45,49,38,1
13941,6,2,11,4,2,3,0,1,0,0,39,38,0
6353,14,4,8,0,2,3,4,1,0,0,19,38,0
949,10,2,11,2,9,0,4,1,0,42,44,38,1
16209,47,1,11,6,7,4,4,0,0,0,39,38,0
19939,36,1,9,2,9,0,4,1,0,0,39,38,0
26188,11,2,7,4,0,3,4,0,0,0,39,38,0
9347,15,2,15,4,0,1,4,0,0,0,39,38,0
32466,13,4,1,3,2,1,4,1,0,0,29,15,0
7189,20,2,4,2,4,0,4,1,0,0,35,25,0
10793,20,2,11,4,7,3,4,1,0,0,39,38,0
22201,31,2,1,2,6,0,4,1,0,0,39,38,0
20606,30,5,11,0,0,4,1,0,0,0,39,38,0
147,32,3,15,0,3,1,4,1,0,69,49,38,0
10184,26,2,15,2,2,0,4,1,0,0,39,38,1
30590,6,2,0,2,6,3,1,0,0,0,39,39,0
32118,38,2,15,2,2,0,4,1,0,0,37,38,0
18330,13,2,11,4,4,3,4,1,0,0,39,38,0
28533,25,2,8,2,6,0,4,1,0,0,39,38,0
31217,14,2,15,4,7,1,4,1,0,0,29,38,0
17017,19,2,12,6,12,4,1,0,0,0,39,18,0
3920,18,2,15,2,2,0,4,1,33,0,39,38,0
14012,21,2,15,2,5,5,4,0,0,0,34,38,0
26075,29,2,11,0,2,1,4,0,0,0,39,38,0
3981,22,1,15,4,0,1,4,0,26,0,43,38,0
18466,21,2,11,4,9,1,4,1,0,0,39,38,0
144,42,1,11,6,4,4,4,1,0,69,39,38,0
31324,36,4,8,5,2,1,4,1,0,0,39,30,0
26148,25,2,15,4,7,1,4,1,0,0,39,38,0
3909,13,2,8,4,0,2,1,1,35,0,39,39,0
32345,37,5,11,2,9,0,4,1,0,0,39,38,0
5438,10,2,9,4,12,1,4,0,0,0,39,38,0
8081,1,2,1,4,6,3,4,1,0,0,54,38,0
21828,28,0,15,2,0,0,4,1,0,0,39,32,1
8864,2,2,11,4,7,3,4,1,0,0,29,38,0
15666,29,2,11,2,5,0,2,1,0,0,39,38,0
8082,40,1,12,2,3,0,4,1,0,0,49,38,1
20244,19,2,11,4,7,4,4,0,0,0,29,38,0
6360,33,0,12,2,12,0,4,1,0,0,39,38,1
32337,24,2,15,0,6,3,4,1,0,0,39,21,0
16173,27,2,15,2,0,5,4,0,0,0,34,38,0
912,15,2,15,4,11,3,4,1,0,43,59,38,0
4371,27,3,12,0,3,4,1,0,0,0,39,38,0
12589,23,2,11,2,11,5,4,0,0,0,29,38,0
28059,3,2,15,4,7,3,4,1,0,0,29,38,0
9273,22,2,15,0,11,4,4,0,0,0,39,38,0
24421,42,2,8,0,9,1,4,0,0,0,35,38,0
27,32,2,4,2,7,0,4,1,0,79,39,11,0
17028,7,2,15,4,3,1,4,1,0,0,41,38,0
11570,20,2,8,0,9,4,4,0,0,0,39,38,0
22627,14,4,15,2,2,0,4,1,0,0,39,38,0
6064,18,2,11,4,2,1,4,1,0,0,67,38,0
8363,14,2,15,2,9,0,4,1,0,0,49,38,1
12144,7,2,11,4,6,1,4,1,0,0,39,38,0
31453,43,2,12,2,0,0,1,1,0,0,49,34,1
9575,22,3,7,2,3,0,4,1,0,0,49,38,1
9382,3,1,11,4,5,3,2,1,0,0,39,38,0
28043,11,4,4,2,5,0,4,1,0,0,24,25,0
29608,30,2,15,2,3,5,4,0,0,0,49,38,0
20519,11,2,9,4,11,4,4,1,0,0,49,38,0
31103,3,2,15,4,5,3,2,1,0,0,39,10,0
31732,37,2,11,2,2,0,2,1,0,0,39,38,1
26335,40,1,12,0,7,4,2,0,0,0,39,38,0
27531,36,4,0,2,4,0,4,1,0,0,39,38,0
5508,21,2,11,0,7,4,4,0,0,0,47,38,0
24553,19,4,8,2,4,0,4,1,0,0,59,38,1
26282,11,2,11,2,13,0,4,1,0,0,59,38,0
21263,30,2,15,2,7,0,4,1,0,0,56,38,1
30461,14,2,6,4,7,4,4,0,0,0,19,38,0
531,6,2,7,4,0,3,4,0,0,47,19,38,0
18550,12,2,11,4,3,1,4,0,0,0,44,38,0
20583,13,2,11,2,11,0,4,1,0,0,44,38,0
26929,42,2,11,4,0,4,4,1,0,0,39,38,0
26956,18,2,15,0,3,1,4,0,0,0,67,38,0
26028,20,2,11,2,13,0,4,1,0,0,44,38,0
5811,21,2,9,2,2,5,4,0,0,0,39,38,0
1949,23,2,14,2,9,0,4,1,107,0,44,38,1
7061,28,2,9,0,3,4,4,0,0,0,39,38,0
119,51,2,12,2,3,0,4,1,0,72,39,38,1
17860,23,2,8,0,2,4,4,1,0,0,49,38,1
10881,12,2,15,4,7,4,2,0,0,0,39,38,0
29976,28,4,9,2,13,0,4,1,0,0,39,38,1
27000,44,2,9,2,9,0,4,1,0,0,39,38,0
13271,9,2,9,4,11,1,1,0,0,0,39,34,0
517,4,2,15,4,9,3,1,1,0,47,39,38,0
3264,39,2,9,2,3,0,4,1,69,0,39,38,0
32468,68,2,9,2,3,0,4,1,0,0,2,30,0
15885,20,2,11,0,11,1,4,1,0,0,59,38,0
9527,14,2,11,0,7,4,4,1,0,0,39,38,0
23686,39,1,14,2,0,0,1,1,0,0,39,29,1
4958,34,2,15,2,9,0,4,1,0,0,39,38,1
15719,4,2,15,4,11,3,4,0,0,0,19,38,0
9601,23,2,9,2,11,0,4,1,0,0,39,38,1
11398,10,2,8,4,3,3,4,1,0,0,49,38,0
11566,6,2,11,2,11,0,2,1,0,0,36,38,0
24125,44,0,14,2,9,0,4,1,0,0,49,38,1
16258,13,5,11,2,10,0,4,1,0,0,39,38,0
8214,38,2,10,2,3,0,4,1,0,0,59,38,1
8006,23,0,7,4,0,1,4,0,0,0,39,38,0
31118,17,2,1,4,7,1,4,1,0,0,29,38,0
12247,2,2,11,4,9,1,4,0,0,0,39,38,0
14160,12,2,15,2,5,0,4,1,0,0,39,38,0
16294,38,4,15,2,4,0,4,1,0,0,68,38,0
4257,6,1,7,4,10,1,4,1,0,0,51,38,0
19785,32,5,15,2,4,0,4,1,0,0,39,38,0
11103,29,2,15,2,13,0,4,1,0,0,57,38,0
16179,4,2,15,4,11,3,2,0,0,0,19,38,0
4980,7,2,15,4,11,1,4,0,0,0,14,38,0
21733,37,1,8,2,13,0,2,1,0,0,39,38,0
20552,18,2,15,0,7,4,4,0,0,0,39,38,0
25249,29,2,9,0,0,1,4,1,0,0,39,31,0
15031,7,2,9,4,11,3,4,1,0,0,39,38,0
20319,17,2,11,2,7,0,4,1,0,0,44,38,0
28631,14,4,9,0,2,1,4,1,0,0,59,38,0
26253,52,0,1,6,0,1,4,0,0,0,19,38,0
23587,2,6,11,4,4,3,4,1,0,0,9,38,0
18982,25,4,7,0,2,3,0,1,0,0,34,38,0
12378,23,2,9,2,9,0,4,1,0,0,44,38,0
26509,44,4,1,2,3,0,4,1,0,0,19,38,0
8096,20,5,9,4,9,1,4,1,0,0,37,38,0
13618,37,3,11,2,2,0,4,1,0,0,39,38,1
9991,29,2,7,0,9,4,4,0,0,0,39,38,0
15192,30,3,15,2,11,0,4,1,0,0,75,38,0
21279,10,2,1,0,6,4,4,0,0,0,39,38,0
26664,29,2,5,0,3,1,4,1,0,0,39,38,0
9954,8,2,15,0,6,3,4,0,0,0,39,38,0
4039,9,2,15,4,13,1,2,1,24,0,71,38,0
21170,31,2,12,2,9,0,4,1,0,0,54,38,1
30156,27,2,4,2,6,0,4,1,0,0,39,25,0
31048,5,5,15,4,13,3,4,1,0,0,24,38,0
22806,62,2,9,2,11,0,4,1,0,0,39,38,0
8653,42,0,11,6,6,4,4,0,0,0,39,38,0
20851,8,2,15,4,7,3,4,1,0,0,29,1,0
26675,29,1,12,0,9,4,4,0,0,0,42,38,0
5047,14,2,9,4,11,1,4,1,0,0,39,38,1
19133,18,2,11,2,13,0,4,1,0,0,59,38,0
23385,17,2,11,0,6,4,4,0,0,0,39,38,0
1084,14,2,15,4,7,3,4,1,0,32,15,38,0
5774,46,2,5,0,11,1,4,0,0,0,39,38,0
1053,17,1,11,2,7,5,4,0,0,35,34,38,0
30403,45,1,11,6,0,1,4,0,0,0,37,38,0
11559,2,2,8,4,7,3,1,1,0,0,15,38,0
20614,8,2,15,4,9,3,4,0,0,0,39,38,0
6085,12,2,15,2,2,0,4,1,0,0,54,38,0
22028,7,2,1,4,6,4,4,0,0,0,39,38,0
31321,31,5,12,5,9,1,4,1,0,0,59,38,0
4662,9,2,15,4,9,1,4,0,0,0,34,38,0
24654,16,1,8,4,10,1,4,1,0,0,67,38,0
244,47,2,12,2,9,0,1,1,0,54,59,2,0
11907,26,2,6,0,5,4,4,0,0,0,39,38,0
5949,27,2,15,0,6,1,4,1,0,0,49,38,0
494,37,2,10,2,3,0,4,1,0,48,42,38,1
4632,20,2,11,2,0,5,4,0,0,0,59,38,0
14014,9,2,15,4,5,2,1,1,0,0,43,29,0
7034,9,2,8,4,11,1,4,1,0,0,54,38,0
3857,22,2,1,2,7,0,2,1,39,0,36,38,0
19561,12,2,11,4,12,1,4,1,0,0,41,38,0
30039,16,5,8,2,9,0,4,1,0,0,39,38,0
30440,8,2,1,4,6,3,2,0,0,0,39,38,0
16908,28,2,11,2,6,0,4,1,0,0,39,38,0
3365,10,5,9,4,9,1,4,0,66,0,39,38,0
5558,5,2,0,2,6,5,4,0,0,0,39,38,0
23432,22,2,15,2,0,0,1,1,0,0,24,25,0
9149,13,2,9,4,9,1,4,1,0,0,49,38,0
30873,15,1,9,2,9,5,4,0,0,0,34,38,1
26289,39,2,15,0,0,1,4,0,0,0,44,10,0
27994,25,2,8,0,12,1,4,0,0,0,29,38,0
23565,1,2,1,4,5,3,4,1,0,0,11,38,0
8742,27,2,9,2,9,0,4,1,0,0,49,38,1
28147,5,2,11,4,7,3,4,0,0,0,18,38,0
29218,16,2,15,2,11,0,4,1,0,0,39,38,0
2737,31,3,9,2,3,0,4,1,90,0,49,38,1
11918,16,2,12,2,12,0,4,1,0,0,14,38,0
24603,8,1,15,4,0,4,2,0,0,0,39,38,0
14981,0,4,1,4,4,3,4,1,0,0,19,38,0
31916,29,2,15,2,3,0,4,1,0,0,49,38,0
26716,12,5,15,2,10,0,4,1,0,0,39,38,0
2388,26,2,15,2,11,0,4,1,93,0,39,38,1
30421,20,2,1,2,2,0,4,1,0,0,49,38,0
3067,10,2,11,2,2,0,4,1,78,0,39,38,1
29538,20,1,15,3,0,4,2,0,0,0,39,38,0
26952,17,2,14,4,3,3,4,1,0,0,49,38,0
6997,6,2,11,4,11,3,1,1,0,0,47,34,0
31001,2,2,15,4,0,3,4,0,0,0,7,38,0
11386,18,3,9,2,3,0,4,1,0,0,44,38,1
2230,46,4,9,2,11,0,4,1,101,0,39,38,1
30695,27,2,15,5,12,1,4,0,0,0,37,38,0
30984,33,1,11,6,13,4,4,0,0,0,39,38,0
20909,6,1,11,4,13,3,4,1,0,0,39,38,0
4245,15,2,11,4,6,4,4,1,0,0,39,38,0
26531,22,2,11,2,2,0,4,1,0,0,39,38,0
11665,12,2,9,4,3,1,4,0,0,0,44,38,0
25308,25,2,9,2,12,0,4,1,0,0,44,38,1
21896,2,2,11,4,0,1,4,1,0,0,29,38,0
5049,18,2,11,2,6,0,2,1,0,0,39,38,0
10806,44,2,11,4,0,1,4,0,0,0,39,38,0
1458,27,2,15,0,13,3,4,1,0,13,39,38,0
32485,47,5,5,2,7,5,2,0,0,0,39,38,0
32160,27,0,12,4,9,1,4,0,0,0,39,38,0
4162,1,2,1,4,7,3,4,1,6,0,19,38,0
4940,14,2,12,4,9,1,4,0,0,0,45,38,0
16344,16,2,5,0,5,3,4,1,0,0,39,38,0
32370,19,5,9,2,0,5,4,0,0,0,19,38,1
9898,17,2,11,2,13,0,4,1,0,0,39,38,0
5141,3,2,15,4,11,1,4,0,0,0,49,38,0
30312,30,2,1,2,2,0,4,1,0,0,39,5,0
23378,20,2,6,0,2,3,4,1,0,0,34,38,0
12667,3,2,11,0,0,1,4,0,0,0,39,38,0
12993,10,2,11,4,7,2,2,0,0,0,29,38,0
24584,2,2,2,4,5,3,4,1,0,0,39,38,0
12969,5,2,15,4,0,3,4,1,0,0,39,38,0
28449,9,2,12,4,9,1,4,0,0,0,39,38,0
3234,23,2,9,4,9,1,4,1,70,0,39,38,0
22844,49,4,9,2,11,0,4,1,0,0,49,38,0
31253,9,2,11,4,13,3,4,1,0,0,39,38,0
28412,24,2,2,0,6,1,2,0,0,0,39,38,0
30987,33,2,9,2,11,0,4,1,0,0,39,38,0
15417,15,2,8,0,7,4,4,0,0,0,39,38,0
15443,37,3,11,2,3,0,4,1,0,0,35,38,1
17992,41,4,11,2,11,0,4,1,0,0,68,38,1
18949,0,2,1,4,7,3,4,1,0,0,19,8,0
8967,27,3,15,0,7,4,4,1,0,0,75,38,0
10800,17,3,9,0,3,1,4,1,0,0,49,38,0
17167,12,2,11,2,11,0,4,1,0,0,59,38,1
21806,30,0,11,4,3,1,4,0,0,0,39,38,0
